Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,RTD Contract,Location
SUSHI N YOU,7607 B MACARTHUR BLVD,CABIN JOHN,MD,20818,DBW1130480,On/Off-Premise,"YK CLASS, LLC",No,"7607 B MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.97341, -77.15561)"
WASHINGTON-ROCKVILLE ELKS #15,5 TAFT COURT,ROCKVILLE,MD,20850,CBWLFV019,On Premise,B.P.O. ELKS #15,No,"5 TAFT COURT
ROCKVILLE, MD 20850
(39.09569, -77.13066)"
EFFOI,8233 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR1628544,On Premise,SUNSHINE HOLDINGS LLC,No,"8233 FENTON STREET
SILVER SPRING, MD 20910
(38.99271, -77.02377)"
NEW PAUL KEE,"11305 GEORGIA AVENUE, UNIT B",WHEATON,MD,20902,HBWHR1218498,On Premise,SHIMIAODAO LLC,No,"11305 GEORGIA AVENUE, UNIT B
WHEATON, MD 20902
(39.04049, -77.05136)"
NOT YOUR AVERAGE JOE'S - BETHESDA,"10400 OLD GEORGETOWN ROAD, 6A",BETHESDA,MD,20814,BBWLHR21761,On Premise,"NOT YOUR AVERAGE JOE'S MD, LLC",No,"10400 OLD GEORGETOWN ROAD, 6A
BETHESDA, MD 20814
(39.02518, -77.12681)"
HOUSE OF POOLESVILLE,19611 FISHER AVE,POOLESVILLE,MD,20837,BBWLHR1092434,On Premise,HS AHOP INC,No,"19611 FISHER AVE
POOLESVILLE, MD 20837
(39.14441, -77.40945)"
KINGSVIEW BEER & WINE,13406 KINGSVIEW VILLAGE AVENUE,GERMANTOWN,MD,20874,ABWS172,Off Premise,3U CORPORATION,Yes,"13406 KINGSVIEW VILLAGE AVENUE
GERMANTOWN, MD 20874
(39.16016, -77.27951)"
JEWEL OF INDIA,10151 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BBWLHR661,On Premise,"JEWEL OF INDIA, CORP.",No,"10151 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.02169, -76.9762)"
IVELA SPORTS LOUNGE & HOOKAH,949 BONIFANT ST,SILVER SPRING,MD,20910,BBWLHR1025435,On Premise,"IVELA SPORTS LOUNGE, LLC",No,"949 BONIFANT ST
SILVER SPRING, MD 20910
(38.99373, -77.02562)"
CHIPOTLE MEXICAN GRILL - SS,907 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR542,On Premise,CHIPTOLE MEXICAN GRILL OF MARY,No,"907 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.99653, -77.02573)"
CHINA JADE,16805 CRABBS BRANCH WAY,DERWOOD,MD,20855,HBW237,On Premise,"JIN SHENG, INC.",No,"16805 CRABBS BRANCH WAY
DERWOOD, MD 20855
(39.13123, -77.16697)"
CHEF TONY'S @ AMALFI,12307 WILKINS AVE,ROCKVILLE,MD,20852,BBWLHR942417,On Premise,AUDACE LLC,No,"12307 WILKINS AVE
ROCKVILLE, MD 20852
(39.05785, -77.11282)"
BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,BETHESDA,MD,20817,CBWLCC004,On Premise,BETHESDA COUNTRY CLUB INC.,No,"7601 BRADLEY BLVD.
BETHESDA, MD 20817
(39.01229, -77.15624)"
LAO SZE CHUAN,20 PASEO DR.,NORTH BETHESDA,MD,20852,BBWLHR710355,On Premise,"BUFFET BETHESDA, LLC",No,"20 PASEO DR.
NORTH BETHESDA, MD 20852
(39.04301, -77.11193)"
SPRING BEER & WINE,9330 GEORGIA AVENUE,SILVER SPRING,MD,20910,ABW145,Off Premise,SPRING BEER & WINE CORPORATION,Yes,"9330 GEORGIA AVENUE
SILVER SPRING, MD 20910
(39.00802, -77.04023)"
BALDUCCI'S,10323 OLD GEORGETOWN RD.,BETHESDA,MD,20814,BBWHR478300,On/Off-Premise,"AMERICAN STORES COMPANY, LLC",Yes,"10323 OLD GEORGETOWN RD.
BETHESDA, MD 20814
(39.02493, -77.12456)"
MISS TOYA'S SOUTHERN KITCHEN,229 BOARDWALK PLACE,GAITHERSBURG,MD,20878,BBWLHR973416,On Premise,"MISS TOYA'S KITCHEN, LLC",No,"229 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.11645, -77.19789)"
CLYDE'S OF CHEVY CHASE,5441 WISCONSIN AVENUE,CHEVY CHASE,MD,20815,BBWLHR86259,On Premise,"CLYDE'S OF CHEVY CHASE, LLC",No,"5441 WISCONSIN AVENUE
CHEVY CHASE, MD 20815
(38.96257, -77.08612)"
EGGMANIA,385 MUDDY BRANCH RD,GAITHERSBURG,MD,20878,BBWLHR1016422,On Premise,AB FOODS LLC,No,"385 MUDDY BRANCH RD
GAITHERSBURG, MD 20878
(39.12766, -77.2093)"
GYUZO,33 MARYLAND AVE.,ROCKVILLE,MD,20850,BBWLHR314262,On Premise,"SETSAIL, LLC",No,"33 MARYLAND AVE.
ROCKVILLE, MD 20850
(39.08574, -77.15099)"
SUSHI FREEDOM,12046 CHERRY HILL RD,SILVER SPRING,MD,20904,BBWLHR1396544,On Premise,SUSHI FREEDOM LLC,No,"12046 CHERRY HILL RD
SILVER SPRING, MD 20904
(39.05389, -76.95437)"
ROLLINS BEER & WINE,151 ROLLINS AVE.,ROCKVILLE,MD,20852,DBW492304,On/Off-Premise,"RIVNISH, LLC",Yes,"151 ROLLINS AVE.
ROCKVILLE, MD 20852
(39.05907, -77.12437)"
FOREST GLEN BEER WINE AND DELI,536 FOREST GLEN ROAD,SILVER SPRING,MD,20901,ABW1608545,Off Premise,AHIJ INC,Yes,"536 FOREST GLEN ROAD
SILVER SPRING, MD 20901
(39.01654, -77.01872)"
EL MARIACHI,765 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR151,On Premise,"TIO RESTAURANTER, INC.",No,"765 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07765, -77.14137)"
SALSA WITH SILVIA,4731 ELM ST.,BETHESDA,MD,20814,DBWL339262,On Premise,"SALSA WITH SILVIA BALLROOM, LLC",No,"4731 ELM ST.
BETHESDA, MD 20814
(38.98216, -77.09548)"
N-OLNEY ALE HOUSE,2000 OLNEY SANDY SPRING RD,OLNEY,MD,20832,BBWLHR1378544,On Premise,2000 OLNEY SANDY SPRING INC,No,"2000 OLNEY SANDY SPRING RD
OLNEY, MD 20832
(39.14453, -77.04399)"
KUMBIA RESTAURANT,100 B GIBBS ST.,ROCKVILLE,MD,20850,BBWLHR699358,On Premise,"KUMBIA ENTERTAINMENT GROUP, LLC",No,"100 B GIBBS ST.
ROCKVILLE, MD 20850
(39.08552, -77.15194)"
HUMITOS GRILL RESTAURANT,8371 SNOUFFER SCHOOL RD.,GAITHERSBURG,MD,20879,BBWLHR688356,On Premise,"HUMITOS GBEI, LLC",No,"8371 SNOUFFER SCHOOL RD.
GAITHERSBURG, MD 20879
(39.1669, -77.17146)"
VACE,4705 MILLER AVE,BETHESDA,MD,20814,ABW136,Off Premise,VACE INC.,No,"4705 MILLER AVE
BETHESDA, MD 20814
(38.9808, -77.09317)"
TOURNAMENT PLAYERS CLUB AT AVENEL,10000 OAKLYN DRIVE,POTOMAC,MD,20854,CBWLCC018,On Premise,"TOURNAMENT PLAYERS AT AVENEL, LLC",No,"10000 OAKLYN DRIVE
POTOMAC, MD 20854
(38.99255, -77.19415)"
THE OLNEY GRILLE,3464 OLNEY-LAYTONSVILLE ROAD,OLNEY,MD,20832,BBWLHR31000,On Premise,"OLNEY GRILLE, INC.",No,"3464 OLNEY-LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.15337, -77.06852)"
O'DONNELL'S MARKET,1073 SEVEN LOCKS ROAD,ROCKVILLE,MD,20854,HBW21614,On Premise,"O'DONNELL'S MARKET, LLC",No,"1073 SEVEN LOCKS ROAD
ROCKVILLE, MD 20854
(39.06186, -77.16)"
THE FILLMORE SILVER SPRING,8656 COLESVILLE RD,SILVER SPRING,MD,20910,BBWLPA28293,On Premise,"DLS EVENTS, LLC",No,"8656 COLESVILLE RD
SILVER SPRING, MD 20910
(38.9973, -77.02727)"
SNIDERS SUPER FOODS,1936 SEMINARY RD.,SILVER SPRING,MD,20910,ABWS382274,Off Premise,"SNIDERS FAMILY GROCERY, INC.",Yes,"1936 SEMINARY RD.
SILVER SPRING, MD 20910
(39.00911, -77.0418)"
TOMATILLO MEXICAN GRILL,2232 VEIRS MILL ROAD,ROCKVILLE,MD,20851,HBW241,On Premise,"EL PRIMER PASO, INC.",No,"2232 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.07528, -77.11396)"
UNCORKED,"8525 CHEVY CHASE LAKE TERRACE, SUITE 301",CHEVY CHASE,MD,20815,BDBWL623355,On/Off-Premise,"THE CHASE, LLC",Yes,"8525 CHEVY CHASE LAKE TERRACE, SUITE 301
CHEVY CHASE, MD 20815
(38.99582, -77.07597)"
EATHAI,"4011 E. NORBECK RD, UNIT E",ROCKVILLE,MD,20853,HBW25816,On Premise,"121 FOOD & SERVICE, INC.",No,"4011 E. NORBECK RD, UNIT E
ROCKVILLE, MD 20853
(39.10993, -77.07759)"
THE SPOT,255 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850,BBWLHR36111,On Premise,"WL GROUP, LLC",No,"255 NORTH WASHINGTON STREET
ROCKVILLE, MD 20850
(39.08783, -77.15257)"
SUPER CHICKEN-WHEATON,2531 ENNALLS AVE,WHEATON,MD,20902,HBWHR33664,On Premise,STRATUS INTERNATIONAL INC,No,"2531 ENNALLS AVE
WHEATON, MD 20902
(39.03996, -77.05358)"
EXHALE SMOKE SHOP,8203 GEORGIA AVE,SILVER SPRING,MD,20910,DBW1062479,On/Off-Premise,"EXHALE SMOKE SHOP, LLC",No,"8203 GEORGIA AVE
SILVER SPRING, MD 20910
(38.99176, -77.0266)"
LA FONDA CHIQUITA CAFE,6838 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,HBW103,On Premise,"CGDV, INC.",No,"6838 NEW HAMPSHIRE AVE
TAKOMA PARK, MD 20912
(38.97441, -76.9956)"
PALMERAS RESTAURANT,2545 ENNALLS AVE,WHEATON,MD,20902,BBWLHR949410,On Premise,PALMERAS RESTAURANT LLC,No,"2545 ENNALLS AVE
WHEATON, MD 20902
(39.03981, -77.05389)"
TEMARI CAFE,1043 ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBW139,On Premise,"NAKA, INC.",No,"1043 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.0715, -77.13326)"
CALIENTE RESTAURANT & BAR,2442 ENNALLS AVE,SILVER SPRING,MD,20902,BBWLHR763,On Premise,"CALIENTE RESTAURANT & BAR, COR",No,"2442 ENNALLS AVE
SILVER SPRING, MD 20902
(39.04042, -77.05247)"
WASABI ZEN,18066 GEORGIA AVE,OLNEY,MD,20832,HBW121,On Premise,"WASABI ZEN JAPANESE CUIS., INC",No,"18066 GEORGIA AVE
OLNEY, MD 20832
(39.15258, -77.06765)"
EL ANDARIEGO,5 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR111,On Premise,EL ANDARIEGO,No,"5 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.14985, -77.01296)"
CUBANO'S RESTAURANT 2,4907 CORDELL AVE.,BETHESDA,MD,20814,BBWLHR43805,On Premise,"MENDEZ & MENDEZ, INC.",No,"4907 CORDELL AVE.
BETHESDA, MD 20814
(38.9893, -77.09836)"
VISARTS,"155 GIBBS STREET, SUITE 300",ROCKVILLE,MD,20850,SBWLCPA01,On Premise,METROPOLITAN CENTER FOR THE VI,No,"155 GIBBS STREET, SUITE 300
ROCKVILLE, MD 20850
(39.08673, -77.15201)"
AMC RIO CINEMAS 18,9811 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,BBWLHR28489,On Premise,"AMC OF MARYLAND, LLC",No,"9811 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.11547, -77.19812)"
HAWKERS ASIAN STREET FARE,7117 BETHESDA LN.,BETHESDA,MD,20814,BBWLHR208260,On Premise,"HAWKERS BETHESDA, LLC",No,"7117 BETHESDA LN.
BETHESDA, MD 20814
(38.9814, -77.09777)"
MYKONOS RESTAURANT,7965 TUCKERMAN LANE,POTOMAC,MD,20854,BBWLHR1544544,On Premise,"GEROSO, LLC",No,"7965 TUCKERMAN LANE
POTOMAC, MD 20854
(39.04046, -77.15847)"
MINERVA INDIAN CUISINE,16240 FREDERICK ROAD #201,GAITHERSBURG,MD,20877,BBWLHR054,On Premise,MINERVA HOSPITALITY,No,"16240 FREDERICK ROAD #201
GAITHERSBURG, MD 20877
(39.12163, -77.17752)"
ROUND HOUSE THEATRE,4545 EAST-WEST HIGHWAY,BETHESDA,MD,20814,SBWLCPA70602,On Premise,"ROUND HOUSE THEATRE, INC.",No,"4545 EAST-WEST HIGHWAY
BETHESDA, MD 20814
(38.98486, -77.09247)"
"HOLLYWOOD BEER, WINE, & DELI",12703 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,ABW1458544,Off Premise,"SANG KIM ENTERPRISES, LLC",Yes,"12703 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20904
(39.06478, -76.99933)"
POTOMAC BEER & WINE,9700 TRAVILLE GATEWAY DR.,ROCKVILLE,MD,20850,ABW055,Off Premise,"JINHYE, INC.",Yes,"9700 TRAVILLE GATEWAY DR.
ROCKVILLE, MD 20850
(39.0913, -77.20428)"
GAITHERSTOWNE BEER & WINE,296 N. FREDERICK AVENUE,GAITHERSBURG,MD,20877,ABW284,Off Premise,GAITHERSTOWNE BEER & WINE,Yes,"296 N. FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.14465, -77.20317)"
THE DAILY DISH,"8301 GRUBB ROAD, UNIT A",SILVER SPRING,MD,20910,BBWLHR580,On Premise,"WJ HOLLINGER, LLC",No,"8301 GRUBB ROAD, UNIT A
SILVER SPRING, MD 20910
(38.99242, -77.04841)"
ERTTERS MARKET,521 DALE DR.,SILVER SPRING,MD,20910,ABWS524348,Off Premise,"TEA'S ERTTERS, LLC",Yes,"521 DALE DR.
SILVER SPRING, MD 20910
(39.00031, -77.01741)"
THE BARKING DOG,4723 ELM STREET,BETHESDA,MD,20814,BBWLHR205,On Premise,SMC INC,No,"4723 ELM STREET
BETHESDA, MD 20814
(38.98218, -77.09519)"
THAIROCK,12071 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR1494544,On Premise,"THAIFOCK, LLC",No,"12071 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05469, -77.11781)"
JOY BY SEVEN REASONS,5471-F WISCONSN AVE,CHEVY CHASE,MD,20815,BBWLHR882398,On Premise,JOY7R LLC,No,"5471-F WISCONSN AVE
CHEVY CHASE, MD 20815
(38.96283, -77.08659)"
6/12 CONVENIENT MART,14100-C DARNESTOWN RD.,GERMANTOWN,MD,20874,DBW43142,On/Off-Premise,"AKSHAT ENTERPRISES, LLC",Yes,"14100-C DARNESTOWN RD.
GERMANTOWN, MD 20874
(39.10322, -77.29227)"
N-FINGERPRINTING,202 EDISON PARK DR,GAITHERSBURG,MD,20878,34229,On Premise,FINGERPRINTING,No,"202 EDISON PARK DR
GAITHERSBURG, MD 20878
(39.11161, -77.23531)"
"BONCHON, 3161",107 GIBBS ST UNIT A,ROCKVILLE,MD,20850,BBWLHR779373,On Premise,REYANSH VENTURES LLC,No,"107 GIBBS ST UNIT A
ROCKVILLE, MD 20850
(39.08549, -77.15194)"
WILD TOMATO,"7945 MACARTHUR BLVD, #103",CABIN JOHN,MD,20818,BBWLHR631,On Premise,"CLEMENTINE CAFE, LLC",No,"7945 MACARTHUR BLVD, #103
CABIN JOHN, MD 20818
(38.97497, -77.16256)"
EMPRESS COFFEE,325 MAIN STREET,GAITHERSBURG,MD,20878,BBWLHR1274551,On Premise,EMPRESS COFFEE LLC,No,"325 MAIN STREET
GAITHERSBURG, MD 20878
(39.12172, -77.23825)"
ASHTON BEER & WINE,7 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,DBW085,On/Off-Premise,JOCELYN INC.,Yes,"7 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.14985, -77.01295)"
NEW YORK J&P PIZZA,26027 RIDGE RD.,DAMASCUS,MD,20872,HBWHR485306,On Premise,"FIVEPAR, LLC",No,"26027 RIDGE RD.
DAMASCUS, MD 20872
(39.28471, -77.20792)"
"OLLIE'S BEER, WINE AND DELI",2011-A VIERS MILL ROAD,ROCKVILLE,MD,20851,ABW287,Off Premise,"SREYPICH, LLC",Yes,"2011-A VIERS MILL ROAD
ROCKVILLE, MD 20851
(39.07488, -77.11622)"
DRAGON CITY,918 SLIGO AVE.,SILVER SPRING,MD,20910,ABW669356,Off Premise,"DRAGON CITY, LLC",No,"918 SLIGO AVE.
SILVER SPRING, MD 20910
(38.99019, -77.02432)"
NEEDWOOD GOLF COURSE,6724 NEEDWOOD ROAD,DERWOOD,MD,20855,BBWLCL229,On Premise,MONTGOMERY CO. REV.AUTHORITY,No,"6724 NEEDWOOD ROAD
DERWOOD, MD 20855
(39.1217, -77.13906)"
TACO BELL CANTINA,8662 & 8666 COLESVILLE ROAD,SILVER SPRING,MD,20910,BBWLHR1176494,On Premise,TB CANTINA LLC,No,"8662 & 8666 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.99749, -77.02714)"
GROVE BEER AND WINE,16825 CRABBS BRANCH WAY,DERWOOD,MD,20855,ABW199,Off Premise,AIMIE CORP.,Yes,"16825 CRABBS BRANCH WAY
DERWOOD, MD 20855
(39.13122, -77.16727)"
HOP N GRAPE,11416 ROCKVILLE PIKE,ROCKVILLE,MD,20852,ABWS26365,Off Premise,"HOP N GRAPE, INC",Yes,"11416 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.04316, -77.11111)"
N-Aitana Elorriaga,3850 Boston St,Baltimore,MD,21224,2024,,,No,"3850 Boston St
Baltimore, MD 21224
(39.27721, -76.56162)"
ROCKVILLE MOOSE LODGE #1540,13755 TRAVILAH ROAD,ROCKVILLE,MD,20850,CBWLFV018,On Premise,LOYAL ORDER OF MOOSE ROCKVILLE,No,"13755 TRAVILAH ROAD
ROCKVILLE, MD 20850
(39.0798, -77.23789)"
LENOX BEER & WINE GOURMET MKT,8395 COLESVILLE RD.,SILVER SPRING,MD,20910,ABW219,Off Premise,"BTG HOLDINGS, INC.",Yes,"8395 COLESVILLE RD.
SILVER SPRING, MD 20910
(38.99322, -77.03305)"
FISH TACO OF WOODMONT,7251 WOODMONT AVENUE,BETHESDA,MD,20814,BBWLHR36066,On Premise,"FISH TACO OF WOODMONT, LLC",No,"7251 WOODMONT AVENUE
BETHESDA, MD 20814
(38.98155, -77.09583)"
THE MARKET AT RIVER FALLS,10124 RIVER ROAD,POTOMAC,MD,20854,ABWS19213,Off Premise,"JAAT, INC.",No,"10124 RIVER ROAD
POTOMAC, MD 20854
(39.01676, -77.20909)"
YIRASAI SUSHI & CAFE,12525 PARK POTOMAC AVE,POTOMAC,MD,20854,HBW093,On Premise,YIRASHI SUSHI & CAFE INC,No,"12525 PARK POTOMAC AVE
POTOMAC, MD 20854
(39.06103, -77.15733)"
INFERNO PIZZERIA,12207 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,HBW22015,On Premise,"PIZZERIA INFERNO, LLC",No,"12207 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.11853, -77.2539)"
CROWN,8233 GEORGIA  AVENUE,SILVER SPRING,MD,20910,ABWS1217494,Off Premise,DDT GROUP LLC,Yes,"8233 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.99265, -77.02661)"
LILIT CAFE,7921 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,DBW1190502,On/Off-Premise,GOPAL LLC,No,"7921 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(38.98869, -77.1008)"
DOG HAUS BIERGARTEN-SS,933 ELLSWORTH DR.,SILVER SPRING,MD,20910,BBWLHR471301,On Premise,"DHSS, LLC",No,"933 ELLSWORTH DR.
SILVER SPRING, MD 20910
(38.99561, -77.0268)"
OLDE TOWNE CAFE,226 E. DIAMOND AVE.,GAITHERSBURG,MD,20877,BBWLHR359274,On Premise,OLDE TOWNE CAFE LLC,No,"226 E. DIAMOND AVE.
GAITHERSBURG, MD 20877
(39.14218, -77.1935)"
MIDDLE EAST CUISINE,7006 CARROLL AVE,TAKOMA PARK,MD,20912,BBWLHR041,On Premise,"3H BROTHERS, INC.",No,"7006 CARROLL AVE
TAKOMA PARK, MD 20912
(38.97486, -77.01196)"
RUSSIAN GOURMET,11431 ROCKVILLE PIKE,ROCKVILE,MD,20852,ABWS779369,On/Off-Premise,MATRESHKA LLC,No,"11431 ROCKVILLE PIKE
ROCKVILE, MD 20852
(39.04433, -77.11098)"
AFI SILVER THEATRE&CULTURAL CENTER,8633 COLESVILLE ROAD,SILVER SPRING,MD,20910,SBWLCPA1059463,On Premise,AMERICAN FILM INSTITUTE,No,"8633 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.99662, -77.02772)"
THAI CHEF,29 MARYLAND AVE.,ROCKVILLE,MD,20850,BBWLHR531351,On Premise,"WESTON, INC.",No,"29 MARYLAND AVE.
ROCKVILLE, MD 20850
(39.08631, -77.15103)"
SENECA MEADOWS BEER & WINE,"20640 SENECA MEADOWS PARKWAY,",GERMANTOWN,MD,20876,ABW271,Off Premise,"ARIDI ENTERPRISE, INC",Yes,"20640 SENECA MEADOWS PARKWAY,
GERMANTOWN, MD 20876
(39.19877, -77.2548)"
WOODSIDE DELI II,13048 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,HBW250,On Premise,ZKB CORPORATION,No,"13048 MIDDLEBROOK ROAD
GERMANTOWN, MD 20874
(39.18129, -77.2716)"
CONGRESSIONAL COUNTRY CLUB,8500 RIVER ROAD,POTOMAC,MD,20817,CBWLCCO010,On Premise,"CONGRESSIONAL COUNTRY CLUB, IN",No,"8500 RIVER ROAD
POTOMAC, MD 20817
(39.00007, -77.17607)"
SOUTH HOUSE GARDEN,317 E. DIAMOND AVE.,GAITHERSBURG,MD,20877,BBWLHR438274,On Premise,"SOUTH HOUSE GARDEN, LLC",No,"317 E. DIAMOND AVE.
GAITHERSBURG, MD 20877
(39.14196, -77.19103)"
STAINED GLASS PUB,12510 LAYHILL ROAD,SILVER SPRING,MD,20906,BBWLHR192,On Premise,"THE PUB OF GLENMONT, INC.",No,"12510 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.06183, -77.05131)"
THE GREENE TURTLE,15660 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR41479,On Premise,"GT BURTONSVILLE 19, LLC",No,"15660 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.11213, -76.93313)"
JK BEER & WINE,331 KENTLANDS BLVD,GAITHERSURG,MD,20878,ABWS463301,Off Premise,"JK BEER & WINE, LLC",No,"331 KENTLANDS BLVD
GAITHERSURG, MD 20878
(39.12381, -77.23976)"
SILVER BRANCH LAGERHAUS & BIERGARTEN,8401 COLESVILLE ROAD,SILVER SPRING,MD,20910,BDBWL36146,On/Off-Premise,"PARALLEL WORLD BREWING CO., LLC",No,"8401 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.99435, -77.0309)"
KANTUTAS RESTAURANT BAR & GRILL,2400 UNIVERSITY BLVD WEST UNIT 1,SILVER SPRING,MD,20902,BDBWL919412,On/Off-Premise,KANTUTAS RESTAURANT INC,No,"2400 UNIVERSITY BLVD WEST UNIT 1
SILVER SPRING, MD 20902
(39.04155, -77.0506)"
CURRY PLACE,12951 WISTERIA DRIVE,GERMANTOWN,MD,20874,BBWHR124,On/Off-Premise,CURRY PLACE LLC,No,"12951 WISTERIA DRIVE
GERMANTOWN, MD 20874
(39.17831, -77.27016)"
MIDDLEBROOK DISCOUNT BEER AND WINE,19601 FREDERICK ROAD,GERMANTOWN,MD,20876,ABW1756544,Off Premise,SHIV LLC,Yes,"19601 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.17758, -77.23842)"
LUCKY STRIKE,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,BBWLHR1065437,On Premise,AMF BOWLING CENTERS INC,No,"7101 DEMOCRACY BLVD
BETHESDA, MD 20817
(39.0242, -77.1459)"
CAPITAL BEER & WINE,7903 NORFOLK AVE,BETHESDA,MD,20814,ABWS233,Off Premise,"BETHESDA BEER & WINE, LLC",Yes,"7903 NORFOLK AVE
BETHESDA, MD 20814
(38.98904, -77.09746)"
BEER & WINE PLUS,11512 MIDDLEBROOK RD,GERMANTOWN,MD,20876,ABWS1018420,Off Premise,"ANNA'S DELI PLUS, INC",Yes,"11512 MIDDLEBROOK RD
GERMANTOWN, MD 20876
(39.17985, -77.23896)"
BLACK MARKET BISTRO,4600 WAVERLY AVE,GARRETT PARK,MD,20896,BBWHR004,On/Off-Premise,"M.W. TAPPAN, LLC,",No,"4600 WAVERLY AVE
GARRETT PARK, MD 20896
(39.03835, -77.093)"
BUFFALO WILD WINGS-ROCKVILLE,33 MARYLAND AVE.,ROCKVILLE,MD,20850,BBWLHR389275,On Premise,"BWW LEX PARK, LLC",No,"33 MARYLAND AVE.
ROCKVILLE, MD 20850
(39.08574, -77.15099)"
GIUSEPPI'S PIZZA PLUS - GAITH,335 KENTLANDS BOULEVARD,GAITHERSBURG,MD,20878,HBW068,On Premise,"STEEL CITY PIZZA, INC.",No,"335 KENTLANDS BOULEVARD
GAITHERSBURG, MD 20878
(39.12391, -77.23994)"
TAVIRA RESTAURANT,8401 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR1213497,On Premise,TAVIRA LLC,No,"8401 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.99423, -77.07606)"
BANGKOK GARDEN-ROCKVILLE,891-D ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBWHR209259,On/Off-Premise,"V&Y FOOD, LLC",No,"891-D ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07426, -77.13681)"
ALFIO'S,4515 WILLARD AVENUE,CHEVY CHASE,MD,20815,BBWLHR830,On Premise,"ALFIO'S, LLC",No,"4515 WILLARD AVENUE
CHEVY CHASE, MD 20815
(38.96216, -77.08983)"
TORCHY'S TACOS,12266 A ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR1165494,On Premise,SUCCESS FOODS MANAGEMENT GROUP LLC,No,"12266 A ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05729, -77.12168)"
FLOWER DELICATESSEN,8707 FLOWER AVE,SILVER SPRING,MD,20901,BBWHR044,On/Off-Premise,"MFM, INC.",Yes,"8707 FLOWER AVE
SILVER SPRING, MD 20901
(38.99865, -77.0035)"
BOB'S SHANGHAI 66,305 N WASHINGTON ST,ROCKVILLE,MD,20850,HBWHR1232515,On Premise,BOB'S SHANGHAI 66 INC,No,"305 N WASHINGTON ST
ROCKVILLE, MD 20850
(39.08872, -77.15288)"
SQUISITO PIZZA & PASTA,15654 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,HBWHR43859,On Premise,"PUNCEATYME, INC.",No,"15654 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.11285, -76.93322)"
BRIGGS CHANEY DELI,13832 OUTLET DRIVE,SILVER SPRING,MD,20904,DBW150,On/Off-Premise,"TALATI ENTERPRISES, INC",Yes,"13832 OUTLET DRIVE
SILVER SPRING, MD 20904
(39.08336, -76.94571)"
LA BRASITA RESTAURANT,7206 MUNCASTER MILL RD.,DERWOOD,MD,20855,BBWLHR192260,On Premise,"LA ESQUINA, LLC",No,"7206 MUNCASTER MILL RD.
DERWOOD, MD 20855
(39.14501, -77.1447)"
